timestamp,ch1_celsius,ch2_celsius,ch3_celsius,ch4_celsius
2025-12-03T19:55:00.339031,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:01.363425,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:02.387785,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:03.412025,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:04.445323,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:05.469850,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:06.493882,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:07.518173,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:08.542416,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:09.567101,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:10.590948,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:11.614648,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:12.638698,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:13.663910,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:14.689173,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:15.712409,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:16.736826,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:17.761109,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:18.785393,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:19.809864,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:20.834085,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:21.858283,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:22.883375,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:23.907860,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:24.933327,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:25.957641,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:26.981730,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:28.006354,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:29.030644,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:30.054824,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:31.079349,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:32.103564,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:33.128114,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:34.153300,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:35.177272,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:36.200795,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:37.232155,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:38.256411,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:39.280804,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:40.305090,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:41.328541,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:42.352794,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:43.377236,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:44.401421,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:45.425772,23.4,23.3,ERROR,ERROR
2025-12-03T19:55:46.450247,23.4,23.3,ERROR,ERROR
